timestamp,open,high,low,close,volume
2025-05-08 12:45:00,154.79,155.31,154.57,154.57,5782.924
2025-05-08 13:00:00,154.57,155.08,154.55,154.87,3808.416
2025-05-08 13:15:00,154.87,155.25,154.83,155.17,4968.813
2025-05-08 13:30:00,155.19,155.62,154.77,155.38,8063.313
2025-05-08 13:45:00,155.38,155.59,154.51,155.12,9790.04
2025-05-08 14:00:00,155.12,155.27,154.38,154.48,9112.152
2025-05-08 14:15:00,154.47,155.5,154.38,155.46,7819.841
2025-05-08 14:30:00,155.54,156.93,155.53,156.53,7954.736
2025-05-08 14:45:00,156.53,158.39,156.46,157.19,9689.273
2025-05-08 15:00:00,157.2,158.25,157.01,158.18,10444.956
2025-05-08 15:15:00,158.31,160.47,157.94,160.1,9832.577
2025-05-08 15:30:00,160.07,162.49,159.31,162.22,10299.418
2025-05-08 15:45:00,162.22,162.22,159.69,160.07,8974.254
2025-05-08 16:00:00,160.05,160.52,159.45,160.32,11298.225
2025-05-08 16:15:00,160.32,160.88,159.56,159.56,6616.571
2025-05-08 16:30:00,159.56,160.28,159.43,160.28,8525.665
2025-05-08 16:45:00,160.3,160.31,159.79,159.88,4373.335
2025-05-08 17:00:00,159.91,160.0,159.4,159.53,6036.317
2025-05-08 17:15:00,159.56,160.15,159.56,159.95,5347.401
2025-05-08 17:30:00,159.93,159.94,158.92,158.97,5225.392
2025-05-08 17:45:00,158.99,159.14,158.66,158.74,6164.087
2025-05-08 18:00:00,158.74,159.77,158.72,159.64,9095.155
2025-05-08 18:15:00,159.63,160.1,159.45,160.08,5002.191
2025-05-08 18:30:00,160.09,160.34,159.97,159.97,4262.83
2025-05-08 18:45:00,159.97,160.15,159.86,160.02,5477.241
2025-05-08 19:00:00,160.02,160.25,159.83,160.05,6525.142
2025-05-08 19:15:00,160.05,160.48,159.83,160.19,6727.712
2025-05-08 19:30:00,160.19,160.21,159.86,160.05,3705.736
2025-05-08 19:45:00,160.05,160.32,159.83,160.25,6938.073
2025-05-08 20:00:00,160.18,161.04,160.05,160.05,7505.608
2025-05-08 20:15:00,160.0,160.73,159.91,160.72,5996.334
2025-05-08 20:30:00,160.73,162.21,160.65,161.99,10022.757
2025-05-08 20:45:00,161.99,162.86,161.66,162.72,8810.287
2025-05-08 21:00:00,162.72,162.85,161.06,161.74,8932.835
2025-05-08 21:15:00,161.74,163.26,161.65,162.06,11363.512
2025-05-08 21:30:00,162.06,162.23,160.62,160.75,10135.404
2025-05-08 21:45:00,160.78,161.36,160.18,160.89,10669.031
2025-05-08 22:00:00,160.86,161.31,160.48,160.66,8835.803
2025-05-08 22:15:00,160.66,161.25,160.66,161.17,6792.552
2025-05-08 22:30:00,161.17,161.42,160.75,161.37,6964.891
2025-05-08 22:45:00,161.37,161.57,161.09,161.45,5897.306
2025-05-08 23:00:00,161.39,162.13,161.14,162.09,6948.706
2025-05-08 23:15:00,162.1,163.01,162.09,162.8,5610.342
2025-05-08 23:30:00,162.78,163.75,162.6,163.73,6765.556
2025-05-08 23:45:00,163.73,164.19,163.29,164.16,6142.797
2025-05-09 00:00:00,164.16,164.17,100.0,163.4,8153.129
2025-05-09 00:15:00,163.41,164.19,163.08,163.08,5712.277
2025-05-09 00:30:00,163.09,163.09,162.47,162.7,6473.143
2025-05-09 00:45:00,162.7,163.03,162.43,162.45,8235.138
2025-05-09 01:00:00,162.38,162.98,162.08,162.9,7505.749
2025-05-09 01:15:00,162.91,163.27,162.31,162.68,9121.88
2025-05-09 01:30:00,162.69,163.03,162.37,162.81,6289.124
2025-05-09 01:45:00,162.81,163.67,162.78,163.59,7026.697
2025-05-09 02:00:00,163.6,163.6,163.08,163.12,6076.172
2025-05-09 02:15:00,163.11,163.31,162.41,162.41,5972.674
2025-05-09 02:30:00,162.39,162.68,162.32,162.62,4114.066
2025-05-09 02:45:00,162.62,163.02,162.44,162.58,5461.489
2025-05-09 03:00:00,162.5,163.26,162.08,163.04,5893.997
2025-05-09 03:15:00,163.04,163.32,162.76,162.95,5220.811
2025-05-09 03:30:00,162.92,162.93,161.87,161.92,4797.454
2025-05-09 03:45:00,161.9,162.15,161.46,161.46,5577.704
2025-05-09 04:00:00,161.47,161.98,161.18,161.9,6628.648
2025-05-09 04:15:00,161.9,161.94,161.37,161.53,4985.201
2025-05-09 04:30:00,161.51,161.73,161.08,161.73,4478.459
2025-05-09 04:45:00,161.74,161.95,161.66,161.78,4435.571
2025-05-09 05:00:00,161.78,162.42,161.75,162.21,6705.364
2025-05-09 05:15:00,162.29,162.83,162.17,162.39,5030.929
2025-05-09 05:30:00,162.39,162.94,162.39,162.64,4050.068
2025-05-09 05:45:00,162.65,162.75,162.41,162.61,4327.737
2025-05-09 06:00:00,162.61,162.91,162.59,162.63,4278.293
2025-05-09 06:15:00,162.63,163.48,162.6,163.09,5894.441
2025-05-09 06:30:00,163.06,163.59,163.04,163.55,6873.339
2025-05-09 06:45:00,163.59,164.19,163.34,164.15,5252.097
2025-05-09 07:00:00,164.16,164.93,164.12,164.74,7264.513
2025-05-09 07:15:00,164.74,165.59,164.34,165.06,9605.824
2025-05-09 07:30:00,165.04,165.57,164.6,165.56,8062.266
2025-05-09 07:45:00,165.66,166.53,164.78,165.09,9065.105
2025-05-09 08:00:00,165.09,166.86,164.95,166.59,9631.225
2025-05-09 08:15:00,166.59,168.61,166.17,168.61,10049.963
2025-05-09 08:30:00,168.61,169.44,165.29,165.29,8440.21
2025-05-09 08:45:00,165.29,167.28,165.28,166.41,8848.871
2025-05-09 09:00:00,166.41,167.58,165.26,165.78,7440.882
2025-05-09 09:15:00,165.77,166.15,164.46,164.73,8830.591
2025-05-09 09:30:00,164.73,166.17,164.56,165.76,10166.418
2025-05-09 09:45:00,165.76,166.47,165.66,166.47,8223.979
2025-05-09 10:00:00,166.47,168.36,166.24,168.35,11458.985
2025-05-09 10:15:00,168.36,168.56,167.19,167.39,7685.304
2025-05-09 10:30:00,167.54,169.1,167.42,169.09,8796.029
2025-05-09 10:45:00,169.09,174.42,169.06,173.98,11057.451
2025-05-09 11:00:00,173.98,174.71,172.61,173.59,11033.064
2025-05-09 11:15:00,173.58,176.04,173.57,174.41,9330.623
2025-05-09 11:30:00,174.38,174.46,172.09,174.18,10131.231
2025-05-09 11:45:00,174.18,174.42,172.26,172.41,7410.862
2025-05-09 12:00:00,172.52,172.52,169.86,170.91,11511.193
2025-05-09 12:15:00,170.92,171.99,170.49,171.9,8217.397
2025-05-09 12:30:00,171.9,172.63,171.65,172.0,8445.305
2025-05-09 12:45:00,172.0,172.48,171.93,172.44,9618.832
2025-05-09 13:00:00,172.49,172.87,172.21,172.24,6304.45
2025-05-09 13:15:00,172.25,172.3,171.31,171.7,7170.365
2025-05-09 13:30:00,171.7,172.41,170.95,172.31,9421.038
2025-05-09 13:45:00,172.31,173.31,172.16,172.83,9598.645
2025-05-09 14:00:00,172.84,172.84,171.1,171.67,9779.576
2025-05-09 14:15:00,171.67,171.78,168.93,169.06,8431.717
2025-05-09 14:30:00,169.06,169.8,167.75,168.98,11334.364
2025-05-09 14:45:00,168.98,169.41,167.84,169.34,8590.923
2025-05-09 15:00:00,169.34,170.09,168.93,170.09,9767.979
2025-05-09 15:15:00,170.09,170.32,168.71,169.3,6762.977
2025-05-09 15:30:00,169.3,169.86,168.75,169.74,8961.316
2025-05-09 15:45:00,169.74,171.2,169.18,170.81,8995.039
2025-05-09 16:00:00,170.8,170.85,168.72,169.79,8367.942
2025-05-09 16:15:00,169.79,170.62,169.37,170.15,7156.671
2025-05-09 16:30:00,170.15,170.69,170.07,170.25,7556.587
2025-05-09 16:45:00,170.17,170.42,169.06,169.14,9860.419
2025-05-09 17:00:00,169.14,170.82,168.82,170.63,9429.735
2025-05-09 17:15:00,170.63,171.68,170.54,171.52,7223.345
2025-05-09 17:30:00,171.52,171.98,171.25,171.45,7173.193
2025-05-09 17:45:00,171.44,171.95,171.44,171.9,7861.315
2025-05-09 18:00:00,171.9,171.93,171.39,171.81,5528.361
2025-05-09 18:15:00,171.81,172.26,171.68,171.9,5280.898
2025-05-09 18:30:00,171.9,172.17,171.8,171.95,3789.296
2025-05-09 18:45:00,171.95,172.45,171.84,172.01,5329.665
2025-05-09 19:00:00,171.74,172.57,171.74,171.82,6735.181
2025-05-09 19:15:00,171.76,171.78,170.95,171.41,6833.237
2025-05-09 19:30:00,171.42,171.75,171.08,171.62,5173.039
2025-05-09 19:45:00,171.61,171.92,171.33,171.81,6765.952
2025-05-09 20:00:00,171.81,172.12,171.57,172.12,5857.711
2025-05-09 20:15:00,172.11,172.55,172.06,172.54,3815.95
2025-05-09 20:30:00,172.55,172.59,172.11,172.44,4641.866
2025-05-09 20:45:00,172.47,172.99,172.26,172.8,6843.083
2025-05-09 21:00:00,172.8,173.02,172.34,172.35,3858.064
2025-05-09 21:15:00,172.35,172.65,171.17,171.83,7569.965
2025-05-09 21:30:00,171.83,172.62,171.83,172.05,5808.72
2025-05-09 21:45:00,172.04,172.51,171.69,172.46,4014.856
2025-05-09 22:00:00,172.51,172.95,172.18,172.18,5555.828
2025-05-09 22:15:00,172.19,173.02,172.14,172.99,5039.924
2025-05-09 22:30:00,172.98,173.39,172.65,173.08,5674.626
2025-05-09 22:45:00,173.06,173.31,172.96,173.24,4242.362
2025-05-09 23:00:00,173.25,173.66,173.05,173.23,4251.023
2025-05-09 23:15:00,173.24,173.28,172.87,173.12,4576.792
2025-05-09 23:30:00,173.17,173.35,172.38,172.38,4263.917
2025-05-09 23:45:00,172.4,172.87,172.4,172.83,3660.84
2025-05-10 00:00:00,172.81,174.5,172.78,174.17,7389.097
2025-05-10 00:15:00,174.14,175.18,173.27,173.27,9414.522
2025-05-10 00:30:00,173.27,173.31,171.88,171.99,7183.239
2025-05-10 00:45:00,171.99,171.99,170.82,171.22,9596.554
2025-05-10 01:00:00,171.08,171.89,171.05,171.48,4878.953
2025-05-10 01:15:00,171.48,172.12,171.47,172.1,4649.857
2025-05-10 01:30:00,172.09,172.39,171.99,172.24,4633.604
2025-05-10 01:45:00,172.23,172.37,171.34,171.84,5406.49
2025-05-10 02:00:00,171.81,172.08,171.66,172.08,4542.893
2025-05-10 02:15:00,172.09,172.18,171.41,171.99,5493.6
2025-05-10 02:30:00,171.99,172.44,171.7,172.35,7205.834
2025-05-10 02:45:00,172.34,172.5,172.07,172.09,4052.002
2025-05-10 03:00:00,172.1,172.17,170.55,171.82,4097.878
2025-05-10 03:15:00,171.81,172.04,171.7,171.94,3736.856
2025-05-10 03:30:00,171.88,171.98,171.18,171.64,3951.623
2025-05-10 03:45:00,171.57,171.71,171.42,171.55,4522.347
2025-05-10 04:00:00,171.57,171.61,170.32,170.45,4947.597
2025-05-10 04:15:00,170.45,170.89,170.45,170.73,4963.617
2025-05-10 04:30:00,170.75,170.75,170.15,170.55,5100.559
2025-05-10 04:45:00,170.63,171.06,170.56,170.84,3890.137
2025-05-10 05:00:00,170.84,170.99,170.29,170.32,3958.194
2025-05-10 05:15:00,170.29,170.62,170.17,170.33,5843.057
2025-05-10 05:30:00,170.33,170.79,170.04,170.79,4083.968
2025-05-10 05:45:00,170.73,171.21,170.69,171.21,4252.448
2025-05-10 06:00:00,171.23,172.03,171.17,171.8,5005.857
2025-05-10 06:15:00,171.82,172.21,171.71,172.11,5854.868
2025-05-10 06:30:00,172.12,172.17,171.46,171.47,5404.419
2025-05-10 06:45:00,171.46,171.82,171.15,171.82,5322.007
2025-05-10 07:00:00,171.81,172.27,171.79,171.85,4712.148
2025-05-10 07:15:00,171.86,171.96,171.24,171.37,4832.113
2025-05-10 07:30:00,171.37,171.78,171.35,171.61,4907.254
2025-05-10 07:45:00,171.61,210.0,171.36,172.35,6890.956
2025-05-10 08:00:00,172.35,173.23,172.28,172.49,10284.748
2025-05-10 08:15:00,172.46,172.89,172.05,172.79,6729.675
2025-05-10 08:30:00,172.79,173.31,172.72,172.92,6715.006
2025-05-10 08:45:00,172.93,172.99,171.41,171.55,6164.509
2025-05-10 09:00:00,171.59,171.6,170.64,170.84,7845.429
2025-05-10 09:15:00,170.82,171.68,170.71,171.42,7326.871
2025-05-10 09:30:00,171.42,171.98,171.15,171.45,5004.856
2025-05-10 09:45:00,171.38,172.02,171.36,171.81,4203.442
2025-05-10 10:00:00,171.84,172.22,171.18,172.04,6626.055
2025-05-10 10:15:00,172.05,172.09,171.39,171.39,4716.559
2025-05-10 10:30:00,171.36,171.66,171.29,171.41,4708.874
2025-05-10 10:45:00,171.41,171.7,170.48,170.48,7871.481
2025-05-10 11:00:00,170.48,170.66,169.98,170.66,5953.994
2025-05-10 11:15:00,170.68,170.68,169.95,170.02,4608.14
2025-05-10 11:30:00,170.01,170.01,168.81,168.86,6381.606
2025-05-10 11:45:00,168.86,169.4,168.84,169.0,6741.955
2025-05-10 12:00:00,169.06,170.19,169.0,170.19,5954.771
2025-05-10 12:15:00,170.19,170.75,170.01,170.61,6178.903
2025-05-10 12:30:00,170.61,170.78,170.23,170.42,4395.294
2025-05-10 12:45:00,170.41,171.32,170.29,171.05,4698.207
2025-05-10 13:00:00,171.08,171.49,171.08,171.43,5194.486
2025-05-10 13:15:00,171.42,171.57,171.13,171.57,5093.335
2025-05-10 13:30:00,171.57,171.58,171.13,171.18,3755.587
2025-05-10 13:45:00,171.19,171.96,171.19,171.62,6116.502
2025-05-10 14:00:00,171.62,171.96,170.78,170.94,5455.273
2025-05-10 14:15:00,170.94,170.98,170.35,170.67,5264.145
2025-05-10 14:30:00,170.65,171.27,170.65,171.13,3401.569
2025-05-10 14:45:00,171.15,171.69,171.14,171.63,4882.296
2025-05-10 15:00:00,171.65,171.8,171.41,171.41,5472.136
2025-05-10 15:15:00,171.41,171.44,171.17,171.38,4603.827
2025-05-10 15:30:00,171.36,171.62,171.09,171.45,5156.29
2025-05-10 15:45:00,171.46,171.61,171.08,171.09,6033.186
2025-05-10 16:00:00,171.07,171.39,170.96,171.21,5396.707
2025-05-10 16:15:00,171.19,171.81,171.19,171.45,6503.922
2025-05-10 16:30:00,171.45,172.34,171.42,171.9,5458.186
2025-05-10 16:45:00,171.9,171.91,171.49,171.81,4878.846
2025-05-10 17:00:00,171.86,172.51,171.61,172.36,6432.149
2025-05-10 17:15:00,172.35,173.09,172.34,172.67,6494.213
2025-05-10 17:30:00,172.67,173.75,172.63,173.14,9083.559
2025-05-10 17:45:00,173.17,173.47,171.96,171.98,7974.652
2025-05-10 18:00:00,171.95,172.43,171.81,172.14,6130.733
2025-05-10 18:15:00,172.15,172.32,171.47,171.64,5533.004
2025-05-10 18:30:00,171.65,171.79,171.18,171.54,5016.009
2025-05-10 18:45:00,171.54,172.48,171.54,172.48,6500.096
2025-05-10 19:00:00,172.53,172.53,171.71,171.71,3285.4
2025-05-10 19:15:00,171.75,172.33,171.6,171.94,4647.955
2025-05-10 19:30:00,171.95,172.49,171.87,172.41,3827.554
2025-05-10 19:45:00,172.41,172.51,171.98,172.06,4332.625
2025-05-10 20:00:00,172.07,172.14,171.56,171.92,5436.429
2025-05-10 20:15:00,171.92,172.51,171.91,172.45,4454.487
2025-05-10 20:30:00,172.44,172.86,172.32,172.82,5094.243
2025-05-10 20:45:00,172.82,172.93,172.59,172.63,4954.983
2025-05-10 21:00:00,172.64,172.77,172.41,172.55,3014.667
2025-05-10 21:15:00,172.55,173.38,172.55,173.29,5790.476
2025-05-10 21:30:00,173.31,173.61,173.21,173.36,3241.585
2025-05-10 21:45:00,173.36,174.45,173.31,174.18,7997.412
2025-05-10 22:00:00,174.18,174.24,173.47,173.53,5642.388
2025-05-10 22:15:00,173.53,173.78,173.13,173.57,5056.736
2025-05-10 22:30:00,173.61,174.84,173.61,174.84,5494.567
2025-05-10 22:45:00,174.84,175.09,174.44,174.98,5980.095
2025-05-10 23:00:00,175.03,177.36,174.72,177.36,7654.574
2025-05-10 23:15:00,177.34,178.57,176.92,177.56,9401.713
2025-05-10 23:30:00,177.56,178.08,176.05,176.79,8910.815
2025-05-10 23:45:00,176.79,177.8,176.68,177.8,8129.597
2025-05-11 00:00:00,177.66,179.2,177.48,178.32,7192.043
2025-05-11 00:15:00,178.32,178.33,174.87,174.87,8606.448
2025-05-11 00:30:00,174.87,176.27,174.54,175.94,9070.533
2025-05-11 00:45:00,176.07,179.54,176.04,179.12,10116.819
2025-05-11 01:00:00,179.12,179.61,177.91,179.51,9548.058
2025-05-11 01:15:00,179.49,179.61,178.6,179.08,7882.782
2025-05-11 01:30:00,179.08,180.02,178.72,179.37,9060.179
2025-05-11 01:45:00,179.45,179.45,176.06,176.62,9178.57
2025-05-11 02:00:00,176.62,177.26,176.32,177.0,7907.671
2025-05-11 02:15:00,177.0,177.73,177.0,177.07,6614.423
2025-05-11 02:30:00,177.07,177.6,177.04,177.54,4368.106
2025-05-11 02:45:00,177.46,177.53,174.96,175.76,5782.788
2025-05-11 03:00:00,175.75,175.82,175.22,175.72,5306.247
2025-05-11 03:15:00,175.75,176.34,175.58,176.16,4668.804
2025-05-11 03:30:00,176.17,176.65,175.52,176.65,5744.741
2025-05-11 03:45:00,176.64,176.67,175.73,175.94,4753.972
2025-05-11 04:00:00,175.94,177.41,175.71,177.15,6140.291
2025-05-11 04:15:00,177.07,177.26,176.89,176.89,4182.242
2025-05-11 04:30:00,176.87,177.17,176.28,176.88,7866.673
2025-05-11 04:45:00,176.89,177.2,176.67,177.2,4403.592
2025-05-11 05:00:00,177.21,177.51,176.94,176.98,4210.818
2025-05-11 05:15:00,176.99,177.03,176.32,176.34,4173.812
2025-05-11 05:30:00,176.34,176.93,176.22,176.89,4270.622
2025-05-11 05:45:00,176.89,176.96,176.18,176.23,5557.207
2025-05-11 06:00:00,176.23,176.26,175.06,175.2,6284.403
2025-05-11 06:15:00,175.21,175.99,175.21,175.96,4226.223
2025-05-11 06:30:00,175.96,175.96,174.4,174.54,5344.604
2025-05-11 06:45:00,174.54,174.92,174.3,174.8,5616.512
2025-05-11 07:00:00,174.86,174.86,173.6,173.88,6018.452
2025-05-11 07:15:00,173.9,173.9,173.39,173.57,4514.459
2025-05-11 07:30:00,173.58,173.89,172.66,172.75,7124.261
2025-05-11 07:45:00,172.74,173.11,172.53,172.74,5668.62
2025-05-11 08:00:00,172.75,173.72,172.68,173.72,6324.945
2025-05-11 08:15:00,173.71,173.93,173.64,173.66,2707.772
2025-05-11 08:30:00,173.81,173.81,172.71,173.77,7432.442
2025-05-11 08:45:00,173.8,173.85,172.9,173.0,4131.095
2025-05-11 09:00:00,172.98,173.84,172.98,173.84,4542.794
2025-05-11 09:15:00,173.84,174.31,173.74,174.26,6321.845
2025-05-11 09:30:00,174.28,174.45,174.12,174.33,4458.477
2025-05-11 09:45:00,174.3,174.97,174.3,174.4,4394.238
2025-05-11 10:00:00,174.36,174.49,173.77,173.83,4443.896
2025-05-11 10:15:00,173.82,174.33,173.31,174.33,4957.132
2025-05-11 10:30:00,174.3,174.75,174.12,174.18,3992.988
2025-05-11 10:45:00,174.04,174.56,174.0,174.56,4071.315
2025-05-11 11:00:00,174.56,174.8,174.17,174.22,4735.634
2025-05-11 11:15:00,174.26,174.48,174.1,174.48,3711.542
2025-05-11 11:30:00,174.48,174.53,174.15,174.53,2996.849
2025-05-11 11:45:00,174.53,174.85,174.29,174.85,2563.274
2025-05-11 12:00:00,174.83,175.08,174.57,174.94,4963.468
2025-05-11 12:15:00,174.94,174.95,174.06,174.11,4552.224
2025-05-11 12:30:00,174.09,174.09,173.72,173.79,4871.156
2025-05-11 12:45:00,173.79,174.4,173.78,174.08,4508.851
2025-05-11 13:00:00,174.08,174.65,174.03,174.43,5073.699
2025-05-11 13:15:00,174.43,174.52,172.96,172.97,4311.828
2025-05-11 13:30:00,172.97,173.08,171.98,172.04,5774.077
2025-05-11 13:45:00,172.04,172.34,171.01,171.01,8640.42
2025-05-11 14:00:00,171.01,171.73,170.94,171.66,7771.293
2025-05-11 14:15:00,171.65,171.65,170.92,171.24,7488.26
2025-05-11 14:30:00,171.24,172.09,171.15,172.05,7165.197
2025-05-11 14:45:00,172.02,172.1,171.71,171.88,4753.434
2025-05-11 15:00:00,171.88,172.81,171.76,172.81,5818.149
2025-05-11 15:15:00,172.81,172.82,171.46,171.46,5177.147
2025-05-11 15:30:00,171.37,171.93,171.12,171.14,6617.299
2025-05-11 15:45:00,171.14,171.52,169.66,170.44,6799.825
2025-05-11 16:00:00,170.45,170.48,169.44,170.27,5314.712
2025-05-11 16:15:00,170.27,171.46,170.03,171.46,7094.431
2025-05-11 16:30:00,171.45,171.59,170.66,170.83,5503.031
2025-05-11 16:45:00,170.85,170.98,170.34,170.63,5789.76
2025-05-11 17:00:00,170.59,171.24,170.21,170.96,7158.807
2025-05-11 17:15:00,170.95,171.58,170.83,171.08,5927.338
2025-05-11 17:30:00,171.08,171.77,170.97,171.77,4368.824
2025-05-11 17:45:00,171.73,171.85,171.45,171.79,6017.546
2025-05-11 18:00:00,171.79,171.91,171.34,171.38,4309.205
2025-05-11 18:15:00,171.38,171.89,171.3,171.4,4957.641
2025-05-11 18:30:00,171.4,172.88,170.97,172.57,7285.043
2025-05-11 18:45:00,172.58,173.24,172.44,172.56,7114.474
2025-05-11 19:00:00,172.49,172.76,172.33,172.71,4238.16
2025-05-11 19:15:00,172.72,172.99,172.58,172.99,4709.504
2025-05-11 19:30:00,172.98,173.4,172.86,173.09,5877.464
2025-05-11 19:45:00,173.02,173.21,172.63,172.73,4861.502
2025-05-11 20:00:00,172.72,172.75,171.86,172.64,5900.934
2025-05-11 20:15:00,172.64,172.77,172.46,172.57,4929.664
